Artikelnummer,Attributname,Attributwert
SFP-10G-T-X,FAQ,"Welche Datenrate überträgt SFP-10G-T-X?||SFP-10G-T-X überträgt 10 Gbit/s gemäß IEEE 802.3an 10GBASE-T (Multirate 100M/1G/10G).##Welchen Formfaktor und Anschluss hat SFP-10G-T-X?||SFP-10G-T-X ist im Formfaktor SFP+ ausgeführt mit Anschluss RJ-45.##Welche Reichweite erzielt SFP-10G-T-X?||SFP-10G-T-X überbrückt 30 m (10G, Cat6A/7) / 100 m (100M/1G, Cat5e).##Unterstützt SFP-10G-T-X digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-10G-T-X: Nein.##In welchem Temperaturbereich arbeitet SFP-10G-T-X?||SFP-10G-T-X arbeitet laut Datenblatt im Bereich -5 bis 85 °C (EXT).##Wofür wird SFP-10G-T-X eingesetzt?||SFP-10G-T-X ist ausgelegt für Zugriffs-/Verteilnetz (Kupfer).##Wie wird SFP-10G-T-X mit Strom versorgt?||SFP-10G-T-X bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
SFP-10G-SR-I,FAQ,"Welche Datenrate überträgt SFP-10G-SR-I?||SFP-10G-SR-I überträgt 10 Gbit/s gemäß 10GBASE-SR / 10GBASE-SW / OTU2/2e / CPRI (Multirate, IND).##Welchen Formfaktor und Anschluss hat SFP-10G-SR-I?||SFP-10G-SR-I ist im Formfaktor SFP+ ausgeführt mit Anschluss Dual LC/PC.##Welche Reichweite erzielt SFP-10G-SR-I?||SFP-10G-SR-I überbrückt 26 m (FDDI) / 300 m (OM3) / 400 m (OM4) bei 850 nm.##Unterstützt SFP-10G-SR-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-10G-SR-I: Ja (DOM, SFF-8472).##In welchem Temperaturbereich arbeitet SFP-10G-SR-I?||SFP-10G-SR-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C (IND).##Wofür wird SFP-10G-SR-I eingesetzt?||SFP-10G-SR-I ist ausgelegt für Rechenzentrum (Kurzstrecke).##Wie wird SFP-10G-SR-I mit Strom versorgt?||SFP-10G-SR-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
SFP-10G-LR10-I,FAQ,"Welche Datenrate überträgt SFP-10G-LR10-I?||SFP-10G-LR10-I überträgt 10 Gbit/s gemäß 10GBASE-LR / CPRI (IND).##Welchen Formfaktor und Anschluss hat SFP-10G-LR10-I?||SFP-10G-LR10-I ist im Formfaktor SFP+ ausgeführt mit Anschluss Dual LC/PC.##Welche Reichweite erzielt SFP-10G-LR10-I?||SFP-10G-LR10-I überbrückt 10 km bei 1310 nm.##Unterstützt SFP-10G-LR10-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-10G-LR10-I: Ja (DOM, SFF-8472).##In welchem Temperaturbereich arbeitet SFP-10G-LR10-I?||SFP-10G-LR10-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C (IND).##Wofür wird SFP-10G-LR10-I eingesetzt?||SFP-10G-LR10-I ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird SFP-10G-LR10-I mit Strom versorgt?||SFP-10G-LR10-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
SFP-10G-BXD-I,FAQ,"Welche Datenrate überträgt SFP-10G-BXD-I?||SFP-10G-BXD-I überträgt 10 Gbit/s gemäß 10G SFP+ Bidirektional (BX10).##Welchen Formfaktor und Anschluss hat SFP-10G-BXD-I?||SFP-10G-BXD-I ist im Formfaktor SFP+ ausgeführt mit Anschluss Single LC/PC (Single-Fiber BiDi).##Welche Reichweite erzielt SFP-10G-BXD-I?||SFP-10G-BXD-I überbrückt 10 km bei Tx 1330 nm / Rx 1270 nm.##Unterstützt SFP-10G-BXD-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-10G-BXD-I: Ja (DOM, SFF-8472).##In welchem Temperaturbereich arbeitet SFP-10G-BXD-I?||SFP-10G-BXD-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C (IND).##Wofür wird SFP-10G-BXD-I eingesetzt?||SFP-10G-BXD-I ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird SFP-10G-BXD-I mit Strom versorgt?||SFP-10G-BXD-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
SFP-10G-BXU-I,FAQ,"Welche Datenrate überträgt SFP-10G-BXU-I?||SFP-10G-BXU-I überträgt 10 Gbit/s gemäß 10G SFP+ Bidirektional (BX10).##Welchen Formfaktor und Anschluss hat SFP-10G-BXU-I?||SFP-10G-BXU-I ist im Formfaktor SFP+ ausgeführt mit Anschluss Single LC/PC (Single-Fiber BiDi).##Welche Reichweite erzielt SFP-10G-BXU-I?||SFP-10G-BXU-I überbrückt 10 km bei Tx 1270 nm / Rx 1330 nm.##Unterstützt SFP-10G-BXU-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-10G-BXU-I: Ja (DOM, SFF-8472).##In welchem Temperaturbereich arbeitet SFP-10G-BXU-I?||SFP-10G-BXU-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C (IND).##Wofür wird SFP-10G-BXU-I eingesetzt?||SFP-10G-BXU-I ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird SFP-10G-BXU-I mit Strom versorgt?||SFP-10G-BXU-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
SFP-10G-BX40U-I,FAQ,"Welche Datenrate überträgt SFP-10G-BX40U-I?||SFP-10G-BX40U-I überträgt 10 Gbit/s gemäß 10G SFP+ Bidirektional (BX40).##Welchen Formfaktor und Anschluss hat SFP-10G-BX40U-I?||SFP-10G-BX40U-I ist im Formfaktor SFP+ ausgeführt mit Anschluss Single LC/PC (Single-Fiber BiDi).##Welche Reichweite erzielt SFP-10G-BX40U-I?||SFP-10G-BX40U-I überbrückt 40 km bei Tx 1270 nm / Rx 1330 nm.##Unterstützt SFP-10G-BX40U-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-10G-BX40U-I: Ja (DOM, SFF-8472).##In welchem Temperaturbereich arbeitet SFP-10G-BX40U-I?||SFP-10G-BX40U-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C (IND).##Wofür wird SFP-10G-BX40U-I eingesetzt?||SFP-10G-BX40U-I ist ausgelegt für Metro-/Weitverkehrsnetz.##Wie wird SFP-10G-BX40U-I mit Strom versorgt?||SFP-10G-BX40U-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
GLC-T-RGD,FAQ,"Welche Datenrate überträgt GLC-T-RGD?||GLC-T-RGD überträgt 1 Gbit/s (10/100/1000BASE-T) gemäß IEEE 802.3z / 802.3ab 1000BASE-T.##Welchen Formfaktor und Anschluss hat GLC-T-RGD?||GLC-T-RGD ist im Formfaktor SFP ausgeführt mit Anschluss RJ-45.##Welche Reichweite erzielt GLC-T-RGD?||GLC-T-RGD überbrückt 100 m.##Unterstützt GLC-T-RGD digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei GLC-T-RGD: Nein.##In welchem Temperaturbereich arbeitet GLC-T-RGD?||GLC-T-RGD arbeitet laut Datenblatt im Bereich -40 bis 85 °C (IND).##Wofür wird GLC-T-RGD eingesetzt?||GLC-T-RGD ist ausgelegt für Zugriffs-/Verteilnetz (Kupfer).##Wie wird GLC-T-RGD mit Strom versorgt?||GLC-T-RGD bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
GLC-GE-DR-LX,FAQ,"Welche Datenrate überträgt GLC-GE-DR-LX?||GLC-GE-DR-LX überträgt 100 Mbit/s / 1 Gbit/s gemäß IEEE 100BASE-LX / 1000BASE-LX/LH (Dual-Rate).##Welchen Formfaktor und Anschluss hat GLC-GE-DR-LX?||GLC-GE-DR-LX ist im Formfaktor SFP ausgeführt mit Anschluss Dual LC/PC.##Welche Reichweite erzielt GLC-GE-DR-LX?||GLC-GE-DR-LX überbrückt 10 km bei 1310 nm.##Unterstützt GLC-GE-DR-LX digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei GLC-GE-DR-LX: Ja (DOM, SFF-8472).##In welchem Temperaturbereich arbeitet GLC-GE-DR-LX?||GLC-GE-DR-LX arbeitet laut Datenblatt im Bereich -5 bis 85 °C (EXT).##Wofür wird GLC-GE-DR-LX eingesetzt?||GLC-GE-DR-LX ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird GLC-GE-DR-LX mit Strom versorgt?||GLC-GE-DR-LX bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
GLC-BX-U-I,FAQ,"Welche Datenrate überträgt GLC-BX-U-I?||GLC-BX-U-I überträgt 1 Gbit/s gemäß 1000BASE-BX10-U.##Welchen Formfaktor und Anschluss hat GLC-BX-U-I?||GLC-BX-U-I ist im Formfaktor SFP ausgeführt mit Anschluss Single LC/PC (Single-Fiber BiDi).##Welche Reichweite erzielt GLC-BX-U-I?||GLC-BX-U-I überbrückt 10 km bei Tx 1310 nm / Rx 1490 nm.##Unterstützt GLC-BX-U-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei GLC-BX-U-I: Ja (DOM, SFF-8472).##In welchem Temperaturbereich arbeitet GLC-BX-U-I?||GLC-BX-U-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C (IND).##Wofür wird GLC-BX-U-I eingesetzt?||GLC-BX-U-I ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird GLC-BX-U-I mit Strom versorgt?||GLC-BX-U-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
GLC-BX-D-I,FAQ,"Welche Datenrate überträgt GLC-BX-D-I?||GLC-BX-D-I überträgt 1 Gbit/s gemäß 1000BASE-BX10-D.##Welchen Formfaktor und Anschluss hat GLC-BX-D-I?||GLC-BX-D-I ist im Formfaktor SFP ausgeführt mit Anschluss Single LC/PC (Single-Fiber BiDi).##Welche Reichweite erzielt GLC-BX-D-I?||GLC-BX-D-I überbrückt 10 km bei Tx 1490 nm / Rx 1310 nm.##Unterstützt GLC-BX-D-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei GLC-BX-D-I: Ja (DOM, SFF-8472).##In welchem Temperaturbereich arbeitet GLC-BX-D-I?||GLC-BX-D-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C (IND).##Wofür wird GLC-BX-D-I eingesetzt?||GLC-BX-D-I ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird GLC-BX-D-I mit Strom versorgt?||GLC-BX-D-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
GLC-2BX-D-I,FAQ,"Welche Datenrate überträgt GLC-2BX-D-I?||GLC-2BX-D-I überträgt 1 Gbit/s gemäß 2-Kanal 1000BASE-BX10-D.##Welchen Formfaktor und Anschluss hat GLC-2BX-D-I?||GLC-2BX-D-I ist im Formfaktor SFP ausgeführt mit Anschluss Single LC/PC (Single-Fiber BiDi).##Welche Reichweite erzielt GLC-2BX-D-I?||GLC-2BX-D-I überbrückt 10 km bei Tx 1490 nm / Rx 1310 nm.##Unterstützt GLC-2BX-D-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei GLC-2BX-D-I: Ja (DOM, SFF-8472).##In welchem Temperaturbereich arbeitet GLC-2BX-D-I?||GLC-2BX-D-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C (IND).##Wofür wird GLC-2BX-D-I eingesetzt?||GLC-2BX-D-I ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird GLC-2BX-D-I mit Strom versorgt?||GLC-2BX-D-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
SFP-1G-LH,FAQ,"Welche Datenrate überträgt SFP-1G-LH?||SFP-1G-LH überträgt 1 Gbit/s gemäß IEEE 802.3z 1000BASE-LX/LH (für 10G-Ports).##Welchen Formfaktor und Anschluss hat SFP-1G-LH?||SFP-1G-LH ist im Formfaktor SFP ausgeführt mit Anschluss Dual LC/PC.##Welche Reichweite erzielt SFP-1G-LH?||SFP-1G-LH überbrückt 10 km bei 1310 nm.##Unterstützt SFP-1G-LH digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-1G-LH: Ja (DOM, SFF-8472).##In welchem Temperaturbereich arbeitet SFP-1G-LH?||SFP-1G-LH arbeitet laut Datenblatt im Bereich 0 bis 70 °C (COM).##Wofür wird SFP-1G-LH eingesetzt?||SFP-1G-LH ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird SFP-1G-LH mit Strom versorgt?||SFP-1G-LH bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
SFP-1G-SX,FAQ,"Welche Datenrate überträgt SFP-1G-SX?||SFP-1G-SX überträgt 1 Gbit/s gemäß IEEE 802.3z 1000BASE-SX (für 10G-Ports).##Welchen Formfaktor und Anschluss hat SFP-1G-SX?||SFP-1G-SX ist im Formfaktor SFP ausgeführt mit Anschluss Dual LC/PC.##Welche Reichweite erzielt SFP-1G-SX?||SFP-1G-SX überbrückt bis 550 m (MMF) bei 850 nm.##Unterstützt SFP-1G-SX digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-1G-SX: Ja (DOM, SFF-8472).##In welchem Temperaturbereich arbeitet SFP-1G-SX?||SFP-1G-SX arbeitet laut Datenblatt im Bereich 0 bis 70 °C (COM).##Wofür wird SFP-1G-SX eingesetzt?||SFP-1G-SX ist ausgelegt für Rechenzentrum (Kurzstrecke).##Wie wird SFP-1G-SX mit Strom versorgt?||SFP-1G-SX bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
SFP-1G-T-X,FAQ,"Welche Datenrate überträgt SFP-1G-T-X?||SFP-1G-T-X überträgt 1 Gbit/s (10/100/1000BASE-T) gemäß IEEE 802.3 1000BASE-T (für 10G-Ports).##Welchen Formfaktor und Anschluss hat SFP-1G-T-X?||SFP-1G-T-X ist im Formfaktor SFP ausgeführt mit Anschluss RJ-45.##Welche Reichweite erzielt SFP-1G-T-X?||SFP-1G-T-X überbrückt 100 m.##Unterstützt SFP-1G-T-X digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-1G-T-X: Nein.##In welchem Temperaturbereich arbeitet SFP-1G-T-X?||SFP-1G-T-X arbeitet laut Datenblatt im Bereich -5 bis 85 °C (EXT).##Wofür wird SFP-1G-T-X eingesetzt?||SFP-1G-T-X ist ausgelegt für Zugriffs-/Verteilnetz (Kupfer).##Wie wird SFP-1G-T-X mit Strom versorgt?||SFP-1G-T-X bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
SFP-H25G-CU1.5M,FAQ,"Welche Datenrate überträgt SFP-H25G-CU1.5M?||SFP-H25G-CU1.5M überträgt 25 Gbit/s gemäß 25GBASE-CR1 (Twinax, passiv).##Welchen Formfaktor und Anschluss hat SFP-H25G-CU1.5M?||SFP-H25G-CU1.5M ist im Formfaktor SFP28 ausgeführt mit Anschluss 2× SFP28 (fest konfektioniert).##Welche Länge und welchen Kabeltyp hat SFP-H25G-CU1.5M?||SFP-H25G-CU1.5M hat eine Länge von 1,5 m und ist als Twinax-Kupfer, passiv ausgeführt.##Unterstützt SFP-H25G-CU1.5M digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-H25G-CU1.5M: Nein.##In welchem Temperaturbereich arbeitet SFP-H25G-CU1.5M?||SFP-H25G-CU1.5M arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird SFP-H25G-CU1.5M eingesetzt?||SFP-H25G-CU1.5M ist ausgelegt für Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Benötigt SFP-H25G-CU1.5M eine eigene Stromversorgung?||Nein. SFP-H25G-CU1.5M ist ein passives Kabel ohne aktive Elektronik und ohne externe Stromversorgung."
SFP-H25G-CU2.5M,FAQ,"Welche Datenrate überträgt SFP-H25G-CU2.5M?||SFP-H25G-CU2.5M überträgt 25 Gbit/s gemäß 25GBASE-CR1 (Twinax, passiv).##Welchen Formfaktor und Anschluss hat SFP-H25G-CU2.5M?||SFP-H25G-CU2.5M ist im Formfaktor SFP28 ausgeführt mit Anschluss 2× SFP28 (fest konfektioniert).##Welche Länge und welchen Kabeltyp hat SFP-H25G-CU2.5M?||SFP-H25G-CU2.5M hat eine Länge von 2,5 m und ist als Twinax-Kupfer, passiv ausgeführt.##Unterstützt SFP-H25G-CU2.5M digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-H25G-CU2.5M: Nein.##In welchem Temperaturbereich arbeitet SFP-H25G-CU2.5M?||SFP-H25G-CU2.5M arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird SFP-H25G-CU2.5M eingesetzt?||SFP-H25G-CU2.5M ist ausgelegt für Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Benötigt SFP-H25G-CU2.5M eine eigene Stromversorgung?||Nein. SFP-H25G-CU2.5M ist ein passives Kabel ohne aktive Elektronik und ohne externe Stromversorgung."
SFP-25G-BX40D-I,FAQ,"Welche Datenrate überträgt SFP-25G-BX40D-I?||SFP-25G-BX40D-I überträgt 25 Gbit/s gemäß IEEE 802.3cp 25GBASE-BR40 BiDi (Downstream, Industrie).##Welchen Formfaktor und Anschluss hat SFP-25G-BX40D-I?||SFP-25G-BX40D-I ist im Formfaktor SFP28 ausgeführt mit Anschluss LC (Simplex, Einzelfaser).##Welche Reichweite erzielt SFP-25G-BX40D-I?||SFP-25G-BX40D-I überbrückt 40 km bei Tx 1314 nm / Rx 1289 nm.##Unterstützt SFP-25G-BX40D-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-25G-BX40D-I: Ja (DOM/DDM).##In welchem Temperaturbereich arbeitet SFP-25G-BX40D-I?||SFP-25G-BX40D-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird SFP-25G-BX40D-I eingesetzt?||SFP-25G-BX40D-I ist ausgelegt für Metro-/Weitverkehrsnetz.##Wie wird SFP-25G-BX40D-I mit Strom versorgt?||SFP-25G-BX40D-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
SFP-25G-BX40U-I,FAQ,"Welche Datenrate überträgt SFP-25G-BX40U-I?||SFP-25G-BX40U-I überträgt 25 Gbit/s gemäß IEEE 802.3cp 25GBASE-BR40 BiDi (Upstream, Industrie).##Welchen Formfaktor und Anschluss hat SFP-25G-BX40U-I?||SFP-25G-BX40U-I ist im Formfaktor SFP28 ausgeführt mit Anschluss LC (Simplex, Einzelfaser).##Welche Reichweite erzielt SFP-25G-BX40U-I?||SFP-25G-BX40U-I überbrückt 40 km bei Tx 1289 nm / Rx 1314 nm.##Unterstützt SFP-25G-BX40U-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-25G-BX40U-I: Ja (DOM/DDM).##In welchem Temperaturbereich arbeitet SFP-25G-BX40U-I?||SFP-25G-BX40U-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird SFP-25G-BX40U-I eingesetzt?||SFP-25G-BX40U-I ist ausgelegt für Metro-/Weitverkehrsnetz.##Wie wird SFP-25G-BX40U-I mit Strom versorgt?||SFP-25G-BX40U-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
SFP-50G-CU0.5M,FAQ,"Welche Datenrate überträgt SFP-50G-CU0.5M?||SFP-50G-CU0.5M überträgt 25/50 Gbit/s gemäß 25/50GBASE-CR1 (Twinax, passiv).##Welchen Formfaktor und Anschluss hat SFP-50G-CU0.5M?||SFP-50G-CU0.5M ist im Formfaktor SFP56 ausgeführt mit Anschluss 2× SFP56 (fest konfektioniert).##Welche Länge und welchen Kabeltyp hat SFP-50G-CU0.5M?||SFP-50G-CU0.5M hat eine Länge von 0,5 m und ist als Twinax-Kupfer, passiv, LSZH-Mantel ausgeführt.##Unterstützt SFP-50G-CU0.5M digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-50G-CU0.5M: Nein.##In welchem Temperaturbereich arbeitet SFP-50G-CU0.5M?||SFP-50G-CU0.5M arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird SFP-50G-CU0.5M eingesetzt?||SFP-50G-CU0.5M ist ausgelegt für Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Benötigt SFP-50G-CU0.5M eine eigene Stromversorgung?||Nein. SFP-50G-CU0.5M ist ein passives Kabel ohne aktive Elektronik und ohne externe Stromversorgung."
SFP-50G-CU1M,FAQ,"Welche Datenrate überträgt SFP-50G-CU1M?||SFP-50G-CU1M überträgt 25/50 Gbit/s gemäß 25/50GBASE-CR1 (Twinax, passiv).##Welchen Formfaktor und Anschluss hat SFP-50G-CU1M?||SFP-50G-CU1M ist im Formfaktor SFP56 ausgeführt mit Anschluss 2× SFP56 (fest konfektioniert).##Welche Länge und welchen Kabeltyp hat SFP-50G-CU1M?||SFP-50G-CU1M hat eine Länge von 1 m und ist als Twinax-Kupfer, passiv, LSZH-Mantel ausgeführt.##Unterstützt SFP-50G-CU1M digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-50G-CU1M: Nein.##In welchem Temperaturbereich arbeitet SFP-50G-CU1M?||SFP-50G-CU1M arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird SFP-50G-CU1M eingesetzt?||SFP-50G-CU1M ist ausgelegt für Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Benötigt SFP-50G-CU1M eine eigene Stromversorgung?||Nein. SFP-50G-CU1M ist ein passives Kabel ohne aktive Elektronik und ohne externe Stromversorgung."
SFP-50G-CU1.5M,FAQ,"Welche Datenrate überträgt SFP-50G-CU1.5M?||SFP-50G-CU1.5M überträgt 25/50 Gbit/s gemäß 25/50GBASE-CR1 (Twinax, passiv).##Welchen Formfaktor und Anschluss hat SFP-50G-CU1.5M?||SFP-50G-CU1.5M ist im Formfaktor SFP56 ausgeführt mit Anschluss 2× SFP56 (fest konfektioniert).##Welche Länge und welchen Kabeltyp hat SFP-50G-CU1.5M?||SFP-50G-CU1.5M hat eine Länge von 1,5 m und ist als Twinax-Kupfer, passiv, LSZH-Mantel ausgeführt.##Unterstützt SFP-50G-CU1.5M digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-50G-CU1.5M: Nein.##In welchem Temperaturbereich arbeitet SFP-50G-CU1.5M?||SFP-50G-CU1.5M arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird SFP-50G-CU1.5M eingesetzt?||SFP-50G-CU1.5M ist ausgelegt für Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Benötigt SFP-50G-CU1.5M eine eigene Stromversorgung?||Nein. SFP-50G-CU1.5M ist ein passives Kabel ohne aktive Elektronik und ohne externe Stromversorgung."
SFP-50G-CU2M,FAQ,"Welche Datenrate überträgt SFP-50G-CU2M?||SFP-50G-CU2M überträgt 25/50 Gbit/s gemäß 25/50GBASE-CR1 (Twinax, passiv).##Welchen Formfaktor und Anschluss hat SFP-50G-CU2M?||SFP-50G-CU2M ist im Formfaktor SFP56 ausgeführt mit Anschluss 2× SFP56 (fest konfektioniert).##Welche Länge und welchen Kabeltyp hat SFP-50G-CU2M?||SFP-50G-CU2M hat eine Länge von 2 m und ist als Twinax-Kupfer, passiv, LSZH-Mantel ausgeführt.##Unterstützt SFP-50G-CU2M digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-50G-CU2M: Nein.##In welchem Temperaturbereich arbeitet SFP-50G-CU2M?||SFP-50G-CU2M arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird SFP-50G-CU2M eingesetzt?||SFP-50G-CU2M ist ausgelegt für Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Benötigt SFP-50G-CU2M eine eigene Stromversorgung?||Nein. SFP-50G-CU2M ist ein passives Kabel ohne aktive Elektronik und ohne externe Stromversorgung."
SFP-50G-CU2.5M,FAQ,"Welche Datenrate überträgt SFP-50G-CU2.5M?||SFP-50G-CU2.5M überträgt 25/50 Gbit/s gemäß 25/50GBASE-CR1 (Twinax, passiv).##Welchen Formfaktor und Anschluss hat SFP-50G-CU2.5M?||SFP-50G-CU2.5M ist im Formfaktor SFP56 ausgeführt mit Anschluss 2× SFP56 (fest konfektioniert).##Welche Länge und welchen Kabeltyp hat SFP-50G-CU2.5M?||SFP-50G-CU2.5M hat eine Länge von 2,5 m und ist als Twinax-Kupfer, passiv, LSZH-Mantel ausgeführt.##Unterstützt SFP-50G-CU2.5M digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-50G-CU2.5M: Nein.##In welchem Temperaturbereich arbeitet SFP-50G-CU2.5M?||SFP-50G-CU2.5M arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird SFP-50G-CU2.5M eingesetzt?||SFP-50G-CU2.5M ist ausgelegt für Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Benötigt SFP-50G-CU2.5M eine eigene Stromversorgung?||Nein. SFP-50G-CU2.5M ist ein passives Kabel ohne aktive Elektronik und ohne externe Stromversorgung."
SFP-50G-CU3M,FAQ,"Welche Datenrate überträgt SFP-50G-CU3M?||SFP-50G-CU3M überträgt 25/50 Gbit/s gemäß 25/50GBASE-CR1 (Twinax, passiv).##Welchen Formfaktor und Anschluss hat SFP-50G-CU3M?||SFP-50G-CU3M ist im Formfaktor SFP56 ausgeführt mit Anschluss 2× SFP56 (fest konfektioniert).##Welche Länge und welchen Kabeltyp hat SFP-50G-CU3M?||SFP-50G-CU3M hat eine Länge von 3 m und ist als Twinax-Kupfer, passiv, LSZH-Mantel ausgeführt.##Unterstützt SFP-50G-CU3M digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-50G-CU3M: Nein.##In welchem Temperaturbereich arbeitet SFP-50G-CU3M?||SFP-50G-CU3M arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird SFP-50G-CU3M eingesetzt?||SFP-50G-CU3M ist ausgelegt für Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Benötigt SFP-50G-CU3M eine eigene Stromversorgung?||Nein. SFP-50G-CU3M ist ein passives Kabel ohne aktive Elektronik und ohne externe Stromversorgung."
