Artikelnummer;Artikelname;Kurzbeschreibung;Beschreibung;URL-Pfad;Artikelgewicht;Versandgewicht;HAN;Hersteller;Versandklasse;Verkaufseinheit;Titel-Tag (SEO);Meta-Description (SEO);Kategorie Ebene 1;Kategorie Ebene 2;Kategorie Ebene 3;Überverkauf Plattform Hexwaren;Bestandsführung aktiv;Überverkäufe möglich
OSFP-400G-FR4;Arista OSFP-400G-FR4 400G OSFP 400GBASE-FR4-Transceiver – Singlemode-Glasfaser (SMF), LC (Duplex), bis zu 2 km;<p>Der Arista OSFP-400G-FR4 ist ein 400-Gigabit-OSFP-Transceiver vom Typ 400GBASE-FR4 für Singlemode-Glasfaser (SMF). Über den lc (duplex)-anschluss überbrückt bis zu 2 km.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit OSFP-Steckplätzen unter EOS abgestimmt. Laut Datenblatt arbeitet das OSFP-400G-FR4 nach 400GBASE-FR4 bei 1271–1331 nm (CWDM, 4 Wellenlängen) und erreicht bis zu 2 km.</p>;"<p>Der Arista OSFP-400G-FR4 ist ein 400-Gigabit-Transceiver im OSFP-Formfaktor nach 400GBASE-FR4 und überträgt 400 Gbit/s über Singlemode-Glasfaser (SMF).</p><p>Der Arista OSFP-400G-FR4 arbeitet über den LC (Duplex)-Anschluss und erreicht eine Reichweite von bis zu 2 km; die Sendewellenlänge liegt bei 1271–1331 nm (CWDM, 4 Wellenlängen), der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das OSFP-400G-FR4 ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Laut Datenblatt der Transceiver-Typ FR4, die Betriebswellenlänge 1271–1331 nm (CWDM, 4 Wellenlängen), die Reichweite bis zu 2 km; der Betriebstemperaturbereich liegt bei 0 bis 70 °C. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/osfp-400g-fr4;0,06;0,22;OSFP-400G-FR4;Arista;standard;Stk;Arista OSFP-400G-FR4 400G OSFP 400GBASE-FR4 | Hexwaren;Original Arista OSFP-400G-FR4: 400GBASE-FR4 400-Gigabit-Transceiver (OSFP), Singlemode, LC (Duplex), bis zu 2 km. Für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;OSFP;TRUE;Y;Y
OSFP-400G-LR4;Arista OSFP-400G-LR4 400G OSFP 400GBASE-LR4-Transceiver – Singlemode-Glasfaser (SMF), LC (Duplex), bis zu 10 km;<p>Der Arista OSFP-400G-LR4 ist ein 400-Gigabit-OSFP-Transceiver vom Typ 400GBASE-LR4 für Singlemode-Glasfaser (SMF). Über den lc (duplex)-anschluss überbrückt bis zu 10 km.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit OSFP-Steckplätzen unter EOS abgestimmt. Laut Datenblatt arbeitet das OSFP-400G-LR4 nach 400GBASE-LR4 bei 1295–1310 nm (LAN-WDM, 4 Wellenlängen) und erreicht bis zu 10 km.</p>;"<p>Der Arista OSFP-400G-LR4 ist ein 400-Gigabit-Transceiver im OSFP-Formfaktor nach 400GBASE-LR4 und überträgt 400 Gbit/s über Singlemode-Glasfaser (SMF).</p><p>Der Arista OSFP-400G-LR4 arbeitet über den LC (Duplex)-Anschluss und erreicht eine Reichweite von bis zu 10 km; die Sendewellenlänge liegt bei 1295–1310 nm (LAN-WDM, 4 Wellenlängen), der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das OSFP-400G-LR4 ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Laut Datenblatt der Transceiver-Typ LR4, die Betriebswellenlänge 1295–1310 nm (LAN-WDM, 4 Wellenlängen), die Reichweite bis zu 10 km; der Betriebstemperaturbereich liegt bei 0 bis 70 °C. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/osfp-400g-lr4;0,06;0,22;OSFP-400G-LR4;Arista;standard;Stk;Arista OSFP-400G-LR4 400G OSFP 400GBASE-LR4 | Hexwaren;Original Arista OSFP-400G-LR4: 400GBASE-LR4 400-Gigabit-Transceiver (OSFP), Singlemode, LC (Duplex), bis zu 10 km. Für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;OSFP;TRUE;Y;Y
OSFP-400G-LR8;Arista OSFP-400G-LR8 400G OSFP 400GBASE-LR8-Transceiver – Singlemode-Glasfaser (SMF), LC (Duplex), bis zu 10 km;<p>Der Arista OSFP-400G-LR8 ist ein 400-Gigabit-OSFP-Transceiver vom Typ 400GBASE-LR8 für Singlemode-Glasfaser (SMF). Über den lc (duplex)-anschluss überbrückt bis zu 10 km.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit OSFP-Steckplätzen unter EOS abgestimmt. Laut Datenblatt arbeitet das OSFP-400G-LR8 nach 400GBASE-LR8 bei 1295–1310 nm (LAN-WDM, 8 Wellenlängen) und erreicht bis zu 10 km.</p>;"<p>Der Arista OSFP-400G-LR8 ist ein 400-Gigabit-Transceiver im OSFP-Formfaktor nach 400GBASE-LR8 und überträgt 400 Gbit/s über Singlemode-Glasfaser (SMF).</p><p>Der Arista OSFP-400G-LR8 arbeitet über den LC (Duplex)-Anschluss und erreicht eine Reichweite von bis zu 10 km; die Sendewellenlänge liegt bei 1295–1310 nm (LAN-WDM, 8 Wellenlängen), der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das OSFP-400G-LR8 ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Laut Datenblatt der Transceiver-Typ LR8, die Betriebswellenlänge 1295–1310 nm (LAN-WDM, 8 Wellenlängen), die Reichweite bis zu 10 km; der Betriebstemperaturbereich liegt bei 0 bis 70 °C. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/osfp-400g-lr8;0,06;0,22;OSFP-400G-LR8;Arista;standard;Stk;Arista OSFP-400G-LR8 400G OSFP 400GBASE-LR8 | Hexwaren;Original Arista OSFP-400G-LR8: 400GBASE-LR8 400-Gigabit-Transceiver (OSFP), Singlemode, LC (Duplex), bis zu 10 km. Für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;OSFP;TRUE;Y;Y
OSFP-400G-2FR4;Arista OSFP-400G-2FR4 400G OSFP 400GBASE-2FR4-Transceiver – Singlemode-Glasfaser (SMF), LC (Duplex), bis zu 2 km;<p>Der Arista OSFP-400G-2FR4 ist ein 400-Gigabit-OSFP-Transceiver vom Typ 400GBASE-2FR4 für Singlemode-Glasfaser (SMF). Über den lc (duplex)-anschluss überbrückt bis zu 2 km.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit OSFP-Steckplätzen unter EOS abgestimmt. Laut Datenblatt arbeitet das OSFP-400G-2FR4 nach 400GBASE-2FR4 bei 1271–1331 nm (CWDM, 4 Wellenlängen) und erreicht bis zu 2 km.</p>;"<p>Der Arista OSFP-400G-2FR4 ist ein 400-Gigabit-Transceiver im OSFP-Formfaktor nach 400GBASE-2FR4 und überträgt 400 Gbit/s über Singlemode-Glasfaser (SMF).</p><p>Der Arista OSFP-400G-2FR4 arbeitet über den LC (Duplex)-Anschluss und erreicht eine Reichweite von bis zu 2 km; die Sendewellenlänge liegt bei 1271–1331 nm (CWDM, 4 Wellenlängen), der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das OSFP-400G-2FR4 ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Laut Datenblatt die Betriebswellenlänge 1271–1331 nm (CWDM, 4 Wellenlängen), die Reichweite bis zu 2 km; der Betriebstemperaturbereich liegt bei 0 bis 70 °C. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/osfp-400g-2fr4;0,06;0,22;OSFP-400G-2FR4;Arista;standard;Stk;Arista OSFP-400G-2FR4 400G OSFP 400GBASE-2FR4 | Hexwaren;Original Arista OSFP-400G-2FR4: 400GBASE-2FR4 400-Gigabit-Transceiver (OSFP), Singlemode, LC (Duplex), bis zu 2 km. Für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;OSFP;TRUE;Y;Y
OSFP-400G-ZR;Arista OSFP-400G-ZR 400G OSFP 400GBASE-ZR-Transceiver – Singlemode-Glasfaser (SMF), LC (Duplex), bis zu 120 km;<p>Der Arista OSFP-400G-ZR ist ein 400-Gigabit-OSFP-Transceiver vom Typ 400GBASE-ZR für Singlemode-Glasfaser (SMF). Über den lc (duplex)-anschluss überbrückt bis zu 120 km.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit OSFP-Steckplätzen unter EOS abgestimmt. Laut Datenblatt arbeitet das OSFP-400G-ZR nach 400GBASE-ZR bei C-Band, durchstimmbar (ca. 1530–1565 nm) und erreicht bis zu 120 km.</p>;"<p>Der Arista OSFP-400G-ZR ist ein 400-Gigabit-Transceiver im OSFP-Formfaktor nach 400GBASE-ZR und überträgt 400 Gbit/s über Singlemode-Glasfaser (SMF).</p><p>Der Arista OSFP-400G-ZR arbeitet über den LC (Duplex)-Anschluss und erreicht eine Reichweite von bis zu 120 km; die Sendewellenlänge liegt bei C-Band, durchstimmbar (ca. 1530–1565 nm), der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das OSFP-400G-ZR ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Laut Datenblatt der Transceiver-Typ ZR, die Betriebswellenlänge C-Band, durchstimmbar (ca. 1530–1565 nm), die Reichweite bis zu 120 km; der Betriebstemperaturbereich liegt bei 0 bis 70 °C. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/osfp-400g-zr;0,06;0,22;OSFP-400G-ZR;Arista;standard;Stk;Arista OSFP-400G-ZR 400G OSFP 400GBASE-ZR | Hexwaren;Original Arista OSFP-400G-ZR: 400GBASE-ZR 400-Gigabit-Transceiver (OSFP), Singlemode, LC (Duplex), bis zu 120 km. Für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;OSFP;TRUE;Y;Y
OSFP-200G-2LR4;Arista OSFP-200G-2LR4 200G OSFP 100GBASE-LR4-Transceiver – Singlemode-Glasfaser (SMF), LC (Duplex), bis zu 10 km;<p>Der Arista OSFP-200G-2LR4 ist ein 200-Gigabit-OSFP-Transceiver vom Typ 100GBASE-LR4 für Singlemode-Glasfaser (SMF). Über den lc (duplex)-anschluss überbrückt bis zu 10 km.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit OSFP-Steckplätzen unter EOS abgestimmt. Laut Datenblatt arbeitet das OSFP-200G-2LR4 nach 100GBASE-LR4 bei 1295–1310 nm (LAN-WDM, 4 Wellenlängen) und erreicht bis zu 10 km.</p>;"<p>Der Arista OSFP-200G-2LR4 ist ein 200-Gigabit-Transceiver im OSFP-Formfaktor nach 100GBASE-LR4 und überträgt 200 Gbit/s über Singlemode-Glasfaser (SMF).</p><p>Der Arista OSFP-200G-2LR4 arbeitet über den LC (Duplex)-Anschluss und erreicht eine Reichweite von bis zu 10 km; die Sendewellenlänge liegt bei 1295–1310 nm (LAN-WDM, 4 Wellenlängen), der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das OSFP-200G-2LR4 ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Laut Datenblatt die Betriebswellenlänge 1295–1310 nm (LAN-WDM, 4 Wellenlängen), die Reichweite bis zu 10 km; der Betriebstemperaturbereich liegt bei 0 bis 70 °C. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/osfp-200g-2lr4;0,06;0,22;OSFP-200G-2LR4;Arista;standard;Stk;Arista OSFP-200G-2LR4 200G OSFP 100GBASE-LR4 | Hexwaren;Original Arista OSFP-200G-2LR4: 100GBASE-LR4 200-Gigabit-Transceiver (OSFP), Singlemode, LC (Duplex), bis zu 10 km. Für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;OSFP;TRUE;Y;Y
CAB-D-D-400G-1M;Arista CAB-D-D-400G-1M 400G DAC QSFP-DD auf QSFP-DD – passives Direct-Attach-Kupferkabel (DAC), 400GBASE-CR8, Länge 1 m;"<p>Das Arista CAB-D-D-400G-1M ist ein 400-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 1 m verbindet es QSFP-DD auf QSFP-DD; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista CAB-D-D-400G-1M ist ein 400-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP-DD auf QSFP-DD und überträgt 400 Gbit/s.</p><p>Über eine feste Länge von 1 m verbindet das CAB-D-D-400G-1M Arista QSFP-DD auf QSFP-DD; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 400GBASE-CR8).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 1 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP-DD auf QSFP-DD eignet sich das CAB-D-D-400G-1M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/cab-d-d-400g-1m;0,06;0,22;CAB-D-D-400G-1M;Arista;standard;Stk;Arista CAB-D-D-400G-1M 400G DAC 1 m | Hexwaren;Original Arista CAB-D-D-400G-1M: 400-Gigabit-passives twinax-kupferkabel (dac) QSFP-DD auf QSFP-DD, 400GBASE-CR8, Länge 1 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
CAB-D-D-400G-2M;Arista CAB-D-D-400G-2M 400G DAC QSFP-DD auf QSFP-DD – passives Direct-Attach-Kupferkabel (DAC), 400GBASE-CR8, Länge 2 m;"<p>Das Arista CAB-D-D-400G-2M ist ein 400-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 2 m verbindet es QSFP-DD auf QSFP-DD; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista CAB-D-D-400G-2M ist ein 400-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP-DD auf QSFP-DD und überträgt 400 Gbit/s.</p><p>Über eine feste Länge von 2 m verbindet das CAB-D-D-400G-2M Arista QSFP-DD auf QSFP-DD; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 400GBASE-CR8).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 2 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP-DD auf QSFP-DD eignet sich das CAB-D-D-400G-2M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/cab-d-d-400g-2m;0,06;0,22;CAB-D-D-400G-2M;Arista;standard;Stk;Arista CAB-D-D-400G-2M 400G DAC 2 m | Hexwaren;Original Arista CAB-D-D-400G-2M: 400-Gigabit-passives twinax-kupferkabel (dac) QSFP-DD auf QSFP-DD, 400GBASE-CR8, Länge 2 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
CAB-D-D-400-2.5;Arista CAB-D-D-400-2.5 400G DAC QSFP-DD auf QSFP-DD – passives Direct-Attach-Kupferkabel (DAC), 400GBASE-CR8, Länge 2.5 m;"<p>Das Arista CAB-D-D-400-2.5 ist ein 400-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 2.5 m verbindet es QSFP-DD auf QSFP-DD; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista CAB-D-D-400-2.5 ist ein 400-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP-DD auf QSFP-DD und überträgt 400 Gbit/s.</p><p>Über eine feste Länge von 2.5 m verbindet das CAB-D-D-400-2.5 Arista QSFP-DD auf QSFP-DD; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 400GBASE-CR8).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 2.5 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP-DD auf QSFP-DD eignet sich das CAB-D-D-400-2.5 für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/cab-d-d-400-2.5;0,06;0,22;CAB-D-D-400-2.5;Arista;standard;Stk;Arista CAB-D-D-400-2.5 400G DAC 2.5 m | Hexwaren;Original Arista CAB-D-D-400-2. 5: 400-Gigabit-passives twinax-kupferkabel (dac) QSFP-DD auf QSFP-DD, 400GBASE-CR8, Länge 2. 5 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
CAB-D-D-400G-3M;Arista CAB-D-D-400G-3M 400G DAC QSFP-DD auf QSFP-DD – passives Direct-Attach-Kupferkabel (DAC), 400GBASE-CR8, Länge 3 m;"<p>Das Arista CAB-D-D-400G-3M ist ein 400-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 3 m verbindet es QSFP-DD auf QSFP-DD; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista CAB-D-D-400G-3M ist ein 400-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP-DD auf QSFP-DD und überträgt 400 Gbit/s.</p><p>Über eine feste Länge von 3 m verbindet das CAB-D-D-400G-3M Arista QSFP-DD auf QSFP-DD; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 400GBASE-CR8).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 3 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP-DD auf QSFP-DD eignet sich das CAB-D-D-400G-3M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/cab-d-d-400g-3m;0,06;0,22;CAB-D-D-400G-3M;Arista;standard;Stk;Arista CAB-D-D-400G-3M 400G DAC 3 m | Hexwaren;Original Arista CAB-D-D-400G-3M: 400-Gigabit-passives twinax-kupferkabel (dac) QSFP-DD auf QSFP-DD, 400GBASE-CR8, Länge 3 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
CAB-D-2Q-400G-1M;Arista CAB-D-2Q-400G-1M 400G DAC QSFP-DD auf QSFP-DD – passives Direct-Attach-Kupferkabel (DAC), 400GBASE-CR8, Länge 1 m;"<p>Das Arista CAB-D-2Q-400G-1M ist ein 400-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 1 m verbindet es QSFP-DD auf QSFP-DD; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista CAB-D-2Q-400G-1M ist ein 400-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP-DD auf QSFP-DD und überträgt 400 Gbit/s.</p><p>Über eine feste Länge von 1 m verbindet das CAB-D-2Q-400G-1M Arista QSFP-DD auf QSFP-DD; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 400GBASE-CR8).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 1 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP-DD auf QSFP-DD eignet sich das CAB-D-2Q-400G-1M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/cab-d-2q-400g-1m;0,06;0,22;CAB-D-2Q-400G-1M;Arista;standard;Stk;Arista CAB-D-2Q-400G-1M 400G DAC 1 m | Hexwaren;Original Arista CAB-D-2Q-400G-1M: 400-Gigabit-passives twinax-kupferkabel (dac) QSFP-DD auf QSFP-DD, 400GBASE-CR8, Länge 1 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
CAB-D-2Q-400G-2M;Arista CAB-D-2Q-400G-2M 400G DAC QSFP-DD auf QSFP-DD – passives Direct-Attach-Kupferkabel (DAC), 400GBASE-CR8, Länge 2 m;"<p>Das Arista CAB-D-2Q-400G-2M ist ein 400-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 2 m verbindet es QSFP-DD auf QSFP-DD; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista CAB-D-2Q-400G-2M ist ein 400-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP-DD auf QSFP-DD und überträgt 400 Gbit/s.</p><p>Über eine feste Länge von 2 m verbindet das CAB-D-2Q-400G-2M Arista QSFP-DD auf QSFP-DD; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 400GBASE-CR8).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 2 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP-DD auf QSFP-DD eignet sich das CAB-D-2Q-400G-2M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/cab-d-2q-400g-2m;0,06;0,22;CAB-D-2Q-400G-2M;Arista;standard;Stk;Arista CAB-D-2Q-400G-2M 400G DAC 2 m | Hexwaren;Original Arista CAB-D-2Q-400G-2M: 400-Gigabit-passives twinax-kupferkabel (dac) QSFP-DD auf QSFP-DD, 400GBASE-CR8, Länge 2 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
CAB-D-2Q-400-2.5;Arista CAB-D-2Q-400-2.5 400G DAC QSFP-DD auf QSFP-DD – passives Direct-Attach-Kupferkabel (DAC), 400GBASE-CR8, Länge 2.5 m;"<p>Das Arista CAB-D-2Q-400-2.5 ist ein 400-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 2.5 m verbindet es QSFP-DD auf QSFP-DD; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista CAB-D-2Q-400-2.5 ist ein 400-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP-DD auf QSFP-DD und überträgt 400 Gbit/s.</p><p>Über eine feste Länge von 2.5 m verbindet das CAB-D-2Q-400-2.5 Arista QSFP-DD auf QSFP-DD; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 400GBASE-CR8).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 2.5 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP-DD auf QSFP-DD eignet sich das CAB-D-2Q-400-2.5 für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/cab-d-2q-400-2.5;0,06;0,22;CAB-D-2Q-400-2.5;Arista;standard;Stk;Arista CAB-D-2Q-400-2.5 400G DAC 2.5 m | Hexwaren;Original Arista CAB-D-2Q-400-2. 5: 400-Gigabit-passives twinax-kupferkabel (dac) QSFP-DD auf QSFP-DD, 400GBASE-CR8, Länge 2. 5 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
