Artikelnummer,FAQ
QSFP-40G-SR-BD,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Warum benötigt das 40G-BiDi nur zwei Fasern?||Es überträgt über zwei 20-Gbit/s-Kanäle in beide Richtungen über eine einzige Duplex-Multimode-Faser und nutzt so die bestehende 10G-Duplex-Verkabelung weiter.##Wie weit reicht das QSFP-40G-SR-BD?||Bis zu 100 Meter über OM3 und bis zu 150 Meter über OM4/OM5 mit Duplex-LC-Anschluss."
QSFP-40G-BD-RX,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wofür wird das QSFP-40G-BD-RX verwendet?||Es ist ein BiDi-Monitormodul für Link-Monitor-Hardware wie den Cisco Nexus Data Broker und wird im Überwachungspfad hinter einem passiven Tap-Splitter eingesetzt.##Sendet das QSFP-40G-BD-RX ein Signal?||Nein. Es ist ein reines Empfangsmodul und sendet kein optisches Signal, um den aktiven BiDi-Link nicht zu beeinflussen."
FET-40G,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wofür wird das FET-40G verwendet?||Es stellt die Fabric-Links zwischen einem Cisco Fabric Extender und dem Parent-Switch her und ist nur in dieser Fabric-Extender-Architektur einsetzbar.##Unterstützt das FET-40G einen 4×10G-Modus?||Ja. Über ein paralleles-zu-Duplex-Breakout-Kabel lässt es sich zu vier FET-10G-Schnittstellen betreiben."
QSFP-40G-CSR-S,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie weit reicht das QSFP-40G-CSR-S?||Bis zu 300 Meter über OM3, 400 Meter über OM4 und 440 Meter über OM5 — über eine Duplex-LC-Multimode-Strecke.##Worin unterscheidet sich das CSR-S vom CSR4?||Das CSR-S nutzt einen Duplex-LC-Anschluss über vier Wellenlängen, das CSR4 nutzt MPO-12-Parallelfaser und unterstützt 4×10G-Breakout."
QSFP-40G-CSR4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie unterscheidet sich das CSR4 vom SR4?||Das CSR4 erweitert die SR4-Reichweite auf bis zu 300 Meter über OM3 und 400 Meter über OM4 — gegenüber 100/150 Metern beim SR4.##Unterstützt das QSFP-40G-CSR4 4×10G-Breakout?||Ja. Über ein paralleles-zu-Duplex-Breakout-Kabel lässt es sich zu vier 10GBASE-SR-Schnittstellen betreiben."
WSP-Q40GLR4L,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie weit reicht das WSP-Q40GLR4L?||Bis zu 2 Kilometer über G.652-Singlemode-Faser mit einem optischen Linkbudget von 4 dB — ausgelegt für Verbindungen innerhalb eines Rechenzentrums.##Ist das WSP-Q40GLR4L mit 40GBASE-LR4 kompatibel?||Ja. Es ist bis zu 2 Kilometer interoperabel mit 40GBASE-LR4-Schnittstellen."
QSFP-40G-LR4-S,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie weit reicht das QSFP-40G-LR4-S?||Bis zu 10 Kilometer über G.652-Singlemode-Faser mit Duplex-LC-Anschluss bei 1310 nm.##Unterstützt das QSFP-40G-LR4-S OTU3?||Nein. Die S-Class-Variante unterstützt ausschließlich die 40GBASE-Ethernet-Rate. Für OTU3-Datenraten eignet sich das QSFP-40G-LR4."
QSFP-40G-LR4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie weit reicht das QSFP-40G-LR4?||Bis zu 10 Kilometer über G.652-Singlemode-Faser mit Duplex-LC-Anschluss bei 1310 nm.##Unterstützt das QSFP-40G-LR4 OTU3?||Ja. Das Modul unterstützt neben 40GBASE-Ethernet auch die OTU3-Datenrate."
QSFP-4X10G-LR-S,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wofür wird das QSFP-4X10G-LR-S verwendet?||Es verbindet einen 40G-QSFP+-Port über ein Breakout-Kabel mit vier 10GBASE-LR-Schnittstellen über Singlemode-Faser bis 10 Kilometer.##Welche MPO-Stecker benötigt das Modul?||Es benötigt Patchkabel mit Angled-Physical-Contact-(APC)-MPO-Steckern — anders als die übrigen QSFP-Module, die PC/UPC nutzen."
QSFP-40G-ER4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie weit reicht das QSFP-40G-ER4?||Bis zu 40 Kilometer über G.652-Singlemode-Faser mit Duplex-LC-Anschluss bei 1310 nm.##Unterstützt das QSFP-40G-ER4 OTU3?||Ja. Das Modul trägt neben 40GBASE-Ethernet auch das OTU3-Transportsignal."
QSFP-H40G-CU0-5M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-CU0-5M?||Das Kabel hat eine feste Länge von 0,5 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive 40GBASE-CR4-Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
QSFP-H40G-CU1M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-CU1M?||Das Kabel hat eine feste Länge von 1 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive 40GBASE-CR4-Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
QSFP-H40G-CU2M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-CU2M?||Das Kabel hat eine feste Länge von 2 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive 40GBASE-CR4-Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
QSFP-H40G-CU3M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-CU3M?||Das Kabel hat eine feste Länge von 3 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive 40GBASE-CR4-Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
QSFP-H40G-CU4M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-CU4M?||Das Kabel hat eine feste Länge von 4 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive 40GBASE-CR4-Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
QSFP-H40G-CU5M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-CU5M?||Das Kabel hat eine feste Länge von 5 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive 40GBASE-CR4-Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
QSFP-H40G-ACU7M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-ACU7M?||Das Kabel hat eine feste Länge von 7 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein, eine separate Stromversorgung ist nicht nötig — die aktive Signalaufbereitung wird über den QSFP-Port versorgt."
QSFP-H40G-ACU10M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-ACU10M?||Das Kabel hat eine feste Länge von 10 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein, eine separate Stromversorgung ist nicht nötig — die aktive Signalaufbereitung wird über den QSFP-Port versorgt."
QSFP-4SFP10-CU0-5,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wofür wird das QSFP-4SFP10-CU0-5 verwendet?||Es verbindet einen 40G-QSFP+-Port mit vier 10G-SFP+-Ports und eignet sich für die Anbindung von vier 10G-Servern an einen 40G-Switch-Port.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Breakout-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
QSFP-4SFP10G-CU1M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wofür wird das QSFP-4SFP10G-CU1M verwendet?||Es verbindet einen 40G-QSFP+-Port mit vier 10G-SFP+-Ports und eignet sich für die Anbindung von vier 10G-Servern an einen 40G-Switch-Port.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Breakout-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
QSFP-4SFP10G-CU2M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wofür wird das QSFP-4SFP10G-CU2M verwendet?||Es verbindet einen 40G-QSFP+-Port mit vier 10G-SFP+-Ports und eignet sich für die Anbindung von vier 10G-Servern an einen 40G-Switch-Port.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Breakout-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
QSFP-4SFP10G-CU3M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wofür wird das QSFP-4SFP10G-CU3M verwendet?||Es verbindet einen 40G-QSFP+-Port mit vier 10G-SFP+-Ports und eignet sich für die Anbindung von vier 10G-Servern an einen 40G-Switch-Port.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Breakout-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
QSFP-4SFP10G-CU4M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wofür wird das QSFP-4SFP10G-CU4M verwendet?||Es verbindet einen 40G-QSFP+-Port mit vier 10G-SFP+-Ports und eignet sich für die Anbindung von vier 10G-Servern an einen 40G-Switch-Port.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Breakout-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
QSFP-4SFP10G-CU5M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wofür wird das QSFP-4SFP10G-CU5M verwendet?||Es verbindet einen 40G-QSFP+-Port mit vier 10G-SFP+-Ports und eignet sich für die Anbindung von vier 10G-Servern an einen 40G-Switch-Port.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Breakout-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
QSFP-4X10G-AC7M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wofür wird das QSFP-4X10G-AC7M verwendet?||Es verbindet einen 40G-QSFP+-Port mit vier 10G-SFP+-Ports und eignet sich für die Anbindung von vier 10G-Servern an einen 40G-Switch-Port.##Benötigt das Kabel eine eigene Stromversorgung?||Nein, eine separate Stromversorgung ist nicht nötig — die aktive Signalaufbereitung wird über den QSFP-Port versorgt."
QSFP-4X10G-AC10M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wofür wird das QSFP-4X10G-AC10M verwendet?||Es verbindet einen 40G-QSFP+-Port mit vier 10G-SFP+-Ports und eignet sich für die Anbindung von vier 10G-Servern an einen 40G-Switch-Port.##Benötigt das Kabel eine eigene Stromversorgung?||Nein, eine separate Stromversorgung ist nicht nötig — die aktive Signalaufbereitung wird über den QSFP-Port versorgt."
QSFP-H40G-AOC1M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-AOC1M?||Das Kabel hat eine feste Länge von 1 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
QSFP-H40G-AOC2M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-AOC2M?||Das Kabel hat eine feste Länge von 2 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
QSFP-H40G-AOC3M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-AOC3M?||Das Kabel hat eine feste Länge von 3 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
QSFP-H40G-AOC5M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-AOC5M?||Das Kabel hat eine feste Länge von 5 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
QSFP-H40G-AOC7M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-AOC7M?||Das Kabel hat eine feste Länge von 7 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
QSFP-H40G-AOC10M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-AOC10M?||Das Kabel hat eine feste Länge von 10 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
QSFP-H40G-AOC15M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-AOC15M?||Das Kabel hat eine feste Länge von 15 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
QSFP-H40G-AOC20M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das QSFP-H40G-AOC20M?||Das Kabel hat eine feste Länge von 20 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
